-17.748047,38.691406,-9.354492, 0.000000,0.000000,1.000000, -0.820561,-0.516371,-0.245030, 1.000000,1.000000
-18.555664,38.691406,7.626953, 0.000000,0.000000,1.000000, -0.829620,-0.548678,0.103358, 1.000000,1.000000
-20.327148,46.367188,-7.474609, 0.000000,0.000000,1.000000, -0.990662,0.024723,-0.134081, 1.000000,1.000000
-3.304688,59.656250,-0.157227, 0.000000,0.000000,1.000000, -0.062304,0.998053,-0.002965, 1.000000,1.000000
15.232422,55.710938,-8.285156, 0.000000,0.000000,1.000000, 0.508819,0.831835,-0.221709, 1.000000,1.000000
3.251953,52.570312,-22.871094, 0.000000,0.000000,1.000000, 0.128031,0.626848,-0.768550, 1.000000,1.000000
-9.418945,42.996094,23.329102, 0.000000,0.000000,1.000000, -0.339640,-0.215959,0.915427, 1.000000,1.000000
0.816406,52.562500,23.064453, 0.000000,0.000000,1.000000, 0.054468,0.626848,0.777235, 1.000000,1.000000
-11.394531,51.937500,22.233398, 0.000000,0.000000,1.000000, -0.431034,0.605528,0.668988, 1.000000,1.000000
3.112305,43.558594,-24.629883, 0.000000,0.000000,1.000000, 0.192613,-0.098766,-0.976292, 1.000000,1.000000
3.251953,52.570312,-22.871094, 0.000000,0.000000,1.000000, 0.128031,0.626848,-0.768550, 1.000000,1.000000
13.392578,50.886719,-19.134766, 0.000000,0.000000,1.000000, 0.592134,0.397352,-0.701062, 1.000000,1.000000
15.232422,55.710938,-8.285156, 0.000000,0.000000,1.000000, 0.508819,0.831835,-0.221709, 1.000000,1.000000
18.818359,48.562500,-10.617188, 0.000000,0.000000,1.000000, 0.956338,0.219601,-0.192853, 1.000000,1.000000
13.392578,50.886719,-19.134766, 0.000000,0.000000,1.000000, 0.592134,0.397352,-0.701062, 1.000000,1.000000
11.764648,50.894531,20.332031, 0.000000,0.000000,1.000000, 0.522883,0.397352,0.754125, 1.000000,1.000000
17.736328,48.562500,12.106445, 0.000000,0.000000,1.000000, 0.933535,0.171982,0.314539, 1.000000,1.000000
14.376953,55.710938,9.694336, 0.000000,0.000000,1.000000, 0.577981,0.781647,0.234447, 1.000000,1.000000
-15.543945,39.796875,17.280273, 0.000000,0.000000,1.000000, -0.661287,-0.527910,0.532926, 1.000000,1.000000
-18.555664,38.691406,7.626953, 0.000000,0.000000,1.000000, -0.829620,-0.548678,0.103358, 1.000000,1.000000
-10.202148,33.195312,9.275391, 0.000000,0.000000,1.000000, -0.275470,-0.936464,0.217143, 1.000000,1.000000
-18.322266,53.957031,8.638672, 0.000000,0.000000,1.000000, -0.761902,0.632876,0.137744, 1.000000,1.000000
-20.944336,46.367188,5.510742, 0.000000,0.000000,1.000000, -0.995867,0.025030,0.087312, 1.000000,1.000000
-18.926758,47.695312,14.867188, 0.000000,0.000000,1.000000, -0.877171,0.021184,0.479711, 1.000000,1.000000
-9.232422,51.937500,-23.214844, 0.000000,0.000000,1.000000, -0.365557,0.605528,-0.706897, 1.000000,1.000000
-17.429688,47.695312,-16.597656, 0.000000,0.000000,1.000000, -0.825222,0.029501,-0.564038, 1.000000,1.000000
-17.407227,53.957031,-10.589844, 0.000000,0.000000,1.000000, -0.689223,0.681441,-0.246188, 1.000000,1.000000
-13.832031,39.796875,-18.678711, 0.000000,0.000000,1.000000, -0.607690,-0.527910,-0.593316, 1.000000,1.000000
-6.917969,37.007812,-20.101562, 0.000000,0.000000,1.000000, -0.224775,-0.737083,-0.637326, 1.000000,1.000000
-9.275391,33.195312,-10.202148, 0.000000,0.000000,1.000000, -0.255557,-0.950169,-0.178520, 1.000000,1.000000
-3.304688,59.656250,-0.157227, 0.000000,0.000000,1.000000, -0.062304,0.998053,-0.002965, 1.000000,1.000000
-18.322266,53.957031,8.638672, 0.000000,0.000000,1.000000, -0.761902,0.632876,0.137744, 1.000000,1.000000
-11.394531,51.937500,22.233398, 0.000000,0.000000,1.000000, -0.431034,0.605528,0.668988, 1.000000,1.000000
-9.232422,51.937500,-23.214844, 0.000000,0.000000,1.000000, -0.365557,0.605528,-0.706897, 1.000000,1.000000
-17.407227,53.957031,-10.589844, 0.000000,0.000000,1.000000, -0.689223,0.681441,-0.246188, 1.000000,1.000000
-3.304688,59.656250,-0.157227, 0.000000,0.000000,1.000000, -0.062304,0.998053,-0.002965, 1.000000,1.000000
18.577148,38.570312,0.883789, 0.000000,0.000000,1.000000, 0.919562,-0.390502,0.043761, 1.000000,1.000000
16.637695,39.781250,14.557617, 0.000000,0.000000,1.000000, 0.824891,-0.378366,0.419993, 1.000000,1.000000
12.467773,34.144531,11.105469, 0.000000,0.000000,1.000000, 0.341243,-0.902543,0.262620, 1.000000,1.000000
18.818359,48.562500,-10.617188, 0.000000,0.000000,1.000000, 0.956338,0.219601,-0.192853, 1.000000,1.000000
17.945312,39.781250,-12.911133, 0.000000,0.000000,1.000000, 0.861047,-0.378366,-0.339760, 1.000000,1.000000
12.971680,42.867188,-20.907227, 0.000000,0.000000,1.000000, 0.600365,-0.299958,-0.741342, 1.000000,1.000000
11.177734,42.875000,22.056641, 0.000000,0.000000,1.000000, 0.532811,-0.298395,0.791879, 1.000000,1.000000
16.637695,39.781250,14.557617, 0.000000,0.000000,1.000000, 0.824891,-0.378366,0.419993, 1.000000,1.000000
17.736328,48.562500,12.106445, 0.000000,0.000000,1.000000, 0.933535,0.171982,0.314539, 1.000000,1.000000
-10.202148,33.195312,9.275391, 0.000000,0.000000,1.000000, -0.275470,-0.936464,0.217143, 1.000000,1.000000
-18.555664,38.691406,7.626953, 0.000000,0.000000,1.000000, -0.829620,-0.548678,0.103358, 1.000000,1.000000
-9.275391,33.195312,-10.202148, 0.000000,0.000000,1.000000, -0.255557,-0.950169,-0.178520, 1.000000,1.000000
-18.926758,47.695312,14.867188, 0.000000,0.000000,1.000000, -0.877171,0.021184,0.479711, 1.000000,1.000000
-18.555664,38.691406,7.626953, 0.000000,0.000000,1.000000, -0.829620,-0.548678,0.103358, 1.000000,1.000000
-15.543945,39.796875,17.280273, 0.000000,0.000000,1.000000, -0.661287,-0.527910,0.532926, 1.000000,1.000000
-17.407227,53.957031,-10.589844, 0.000000,0.000000,1.000000, -0.689223,0.681441,-0.246188, 1.000000,1.000000
-20.327148,46.367188,-7.474609, 0.000000,0.000000,1.000000, -0.990662,0.024723,-0.134081, 1.000000,1.000000
-18.322266,53.957031,8.638672, 0.000000,0.000000,1.000000, -0.761902,0.632876,0.137744, 1.000000,1.000000
-7.153320,42.746094,-24.117188, 0.000000,0.000000,1.000000, -0.251173,-0.215959,-0.943543, 1.000000,1.000000
-17.429688,47.695312,-16.597656, 0.000000,0.000000,1.000000, -0.825222,0.029501,-0.564038, 1.000000,1.000000
-9.232422,51.937500,-23.214844, 0.000000,0.000000,1.000000, -0.365557,0.605528,-0.706897, 1.000000,1.000000
12.467773,34.144531,11.105469, 0.000000,0.000000,1.000000, 0.341243,-0.902543,0.262620, 1.000000,1.000000
13.465820,34.144531,-9.871094, 0.000000,0.000000,1.000000, 0.420321,-0.867624,-0.265630, 1.000000,1.000000
18.577148,38.570312,0.883789, 0.000000,0.000000,1.000000, 0.919562,-0.390502,0.043761, 1.000000,1.000000
13.465820,34.144531,-9.871094, 0.000000,0.000000,1.000000, 0.420321,-0.867624,-0.265630, 1.000000,1.000000
17.945312,39.781250,-12.911133, 0.000000,0.000000,1.000000, 0.861047,-0.378366,-0.339760, 1.000000,1.000000
